biosample_accession	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename
SAMN34031491	A_220708_PacBio_CCSs	PacBio CCSs linking variants to barcodes for HIV Envelope BF520 deep mutational scanning for A_220708_PacBio_CCSs	Synthetic-Long-Read	SYNTHETIC	PCR	single	PACBIO_SMRT	PacBio Sequel II	PacBio CCSs of barcoded HIV Envelope BF520 variants	fastq	A_220708_PacBio_CCSs.fastq.gz
SAMN34031491	B_220708_PacBio_CCSs	PacBio CCSs linking variants to barcodes for HIV Envelope BF520 deep mutational scanning for B_220708_PacBio_CCSs	Synthetic-Long-Read	SYNTHETIC	PCR	single	PACBIO_SMRT	PacBio Sequel II	PacBio CCSs of barcoded HIV Envelope BF520 variants	fastq	B_220708_PacBio_CCSs.fastq.gz
